            RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield
66,Anytime Salad,47,Mini Ravindran,PT2M,PT5M,PT7M,2001-07-11T08:39:00Z,Make and share this Anytime Salad recipe from Food.com.,Vegetable,"c(""cucumbers"", ""green onions"", ""tomatoes"", ""yoghurt"", ""salt"", ""black pepper"", ""ground cumin"", ""brown sugar"", ""mint leaves"")",4.0,1.0,212.6,8.5,5.3,31.9,512.5,26.2,2.4,20.1,10.9,3.0,
67,Chocolate Chip Date Cake,106,Tom Lambie,PT40M,PT20M,PT1H,2001-07-12T11:25:00Z,Make and share this Chocolate Chip Date Cake recipe from Food.com.,Dessert,"c(""boiling water"", ""dates"", ""sugar"", ""eggs"", ""baking soda"", ""vanilla"", ""salt"", ""flour"", ""chocolate chips"", ""walnuts"", ""sugar"")",5.0,7.0,752.6,46.9,9.9,46.5,199.2,83.6,4.9,58.8,8.0,,1 9x13 cake pan
68,Lemon Brandy Chicken with Artichokes,90,Diana Adcock,PT40M,PT20M,PT1H,2001-07-14T08:35:00Z,"This was a dish sent to me by my Aunt, Janet Chute for a family recipe book I made for x-mas. I've added more lemon juice than called for. A great company recipe.",Chicken,"c(""boneless skinless chicken breast halves"", ""flour"", ""cornstarch"", ""butter"", ""brandy"", ""lemon juice"", ""chicken bouillon"", ""water"", ""sour cream"", ""artichoke heart"")",4.0,3.0,275.3,12.9,6.1,124.0,232.9,1.9,0.0,1.4,34.3,,
69,Liguine with Red Faced Clams,2316,Sassy Cat,PT35M,PT15M,PT50M,2001-07-19T09:28:00Z,Make and share this Liguine with Red Faced Clams recipe from Food.com.,< 60 Mins,"c(""linguine"", ""olive oil"", ""garlic"", ""whole tomatoes"", ""red chile"", ""clams"", ""parsley"", ""salt"")",,,307.5,4.0,0.6,20.7,432.9,50.9,3.7,5.2,16.7,6.0,
70,Fudge-Topped Brownies,108,Christine,PT50M,PT20M,PT1H10M,2001-07-20T08:49:00Z,Make and share this Fudge-Topped Brownies recipe from Food.com.,Bar Cookie,"c(""butter"", ""margarine"", ""sugar"", ""unsifted flour"", ""baking powder"", ""eggs"", ""milk"", ""vanilla"", ""walnuts"", ""sweetened condensed milk"", ""vanilla"")",,,213.7,11.7,6.0,29.5,62.5,27.3,1.4,22.4,3.0,,
71,Ham Steaks with Pineapple Rice,83,Evie3234,PT20M,PT10M,PT30M,2001-07-24T09:26:00Z,Make and share this Ham Steaks with Pineapple Rice recipe from Food.com.,Pineapple,"c(""ham steaks"", ""onion"", ""pineapple chunks"", ""rice"", ""soy sauce"", ""water"")",4.0,2.0,309.0,0.7,0.1,0.0,23.4,69.8,3.3,17.3,5.8,4.0,
72,Salade Nicoise With Mint-Lemon Dressing,68,Ashley U,,PT20M,PT20M,2001-07-25T15:57:00Z,Make and share this Salade Nicoise With Mint-Lemon Dressing recipe from Food.com.,Lunch/Snacks,"c(""green beans"", ""tuna oil reserved from canned white tuna"", ""tuna oil reserved from canned white tuna"", ""cherry tomatoes"", ""nicoise olives"", ""kalamata olive"", ""of fresh mint"", ""olive oil"", ""fresh lemon juice"", ""garlic clove"", ""ground cumin"", ""mesclun"", ""lemon wedge"")",,,379.9,24.7,4.1,38.7,141.1,4.8,1.8,1.5,34.2,8.0,
73,Pumpkin-Walnut Bread,68,Ashley U,PT10M,PT10M,PT20M,2001-07-26T18:09:00Z,Make and share this Pumpkin-Walnut Bread recipe from Food.com.,Breads,"c(""flour"", ""baking soda"", ""baking powder"", ""salt"", ""ground cinnamon"", ""ground cloves"", ""ginger"", ""butter"", ""sugar"", ""sugar"", ""eggs"", ""canned pumpkin puree"", ""lemon rind"", ""vanilla extract"", ""sour cream"", ""walnuts"")",,,4075.9,248.0,90.3,729.8,5453.4,412.8,27.1,184.0,76.6,,1 loaf
74,Killer Buffalo Wings,105,Kathleen Talbot,PT30M,PT5M,PT35M,2001-07-31T12:35:00Z,"These are great to serve at parties. Fun for watching sports. Be prepared to make a lot, because you'll watch 'em disappear!",Lunch/Snacks,"c(""canola oil"", ""chicken wings"", ""unsalted butter"", ""Tabasco sauce"", ""cayenne pepper"")",4.5,6.0,2423.3,255.7,28.1,168.2,900.5,0.7,0.2,0.4,36.7,8.0,
75,Fiesta Vegetable Stuffed Bell Peppers,122,Tomorrow Never Knows,PT10M,PT15M,PT25M,2001-08-02T15:38:00Z,"I created this recipe by just putting together ingredients that I like. A tasty Southwestern appetizer, sidedish, or even main course.",Black Beans,"c(""red bell peppers"", ""onion"", ""frozen corn"", ""black beans"", ""olive oil"", ""cumin"", ""cayenne pepper"", ""garlic clove"", ""cilantro"", ""cheddar cheese"", ""monterey jack pepper cheese"")",4.5,12.0,280.7,11.1,6.0,27.4,168.7,31.7,9.1,3.0,15.8,,8 stuffed pepper halves
76,Shrimp in Tomato Cream Curry Sauce,789,Dawnab,PT25M,PT5M,PT30M,2001-08-10T13:19:00Z,"This is one of my adopted recipes, I did a little changing and the directions were hard to understand, this dish is slightly spicey and quite yummy, I would love for you to try it.",Lunch/Snacks,"c(""linguine"", ""shrimp"", ""extra virgin olive oil"", ""tomato paste"", ""heavy cream"", ""curry powder"", ""red bell pepper"", ""salt"")",4.5,2.0,478.3,21.9,9.2,125.4,126.0,52.0,3.0,2.5,18.1,7.0,
77,Rice Casserole,127,Ann Stone,PT1H,PT5M,PT1H5M,2001-08-11T14:50:00Z,Make and share this Rice Casserole recipe from Food.com.,Rice,"c(""butter"", ""rice"", ""beef broth"", ""water"", ""mushroom"", ""water chestnut"")",4.0,3.0,216.6,12.6,7.4,30.9,690.3,22.3,0.8,1.3,4.3,8.0,
78,Bourbon Peaches,135,msintrepid,PT47M,PT1H,PT1H47M,2001-08-31T09:02:00Z,Make and share this Bourbon Peaches recipe from Food.com.,Frozen Desserts,"c(""Bourbon"", ""sugar"", ""water"", ""nutmeg"", ""allspice berries"", ""cinnamon stick"")",4.5,2.0,734.8,0.0,0.0,0.0,2.3,133.3,0.0,133.2,0.0,,6 Quart Jars
79,lemon jello pudding dessert,149,jean1,PT3H,PT10M,PT3H10M,2001-09-02T15:40:00Z,this is a great recipe for a hot summer day children seem to love it. Its a very refreshing type of dessert,Gelatin,"c(""pears"", ""Cool Whip"")",,,135.3,4.8,4.1,0.0,71.1,22.8,1.1,20.1,1.5,12.0,
80,'Denny's' Vegetable Beef Barley Soup,87,Niki S,PT30M,PT10M,PT40M,2001-09-03T11:49:00Z,Make and share this 'Denny's' Vegetable Beef Barley Soup recipe from Food.com.,One Dish Meal,"c(""ground beef"", ""barley"", ""beef broth"", ""tomatoes"")",3.5,9.0,244.5,11.4,3.5,40.8,1818.2,17.1,4.6,2.7,20.0,,
81,Cantaloupe Soup,36,Bergy,,PT4H,PT4H,2001-09-13T10:21:00Z,"This is a ""do ahead"" recipe. It makes a lovely first course. Take it on a picnic or serve at your next dinner party. It looks elegant and tastes refreshing! Takes minutes to make.",Lunch/Snacks,"c(""cantaloupe"", ""orange"", ""orange, rind of"", ""sugar"", ""ground ginger"", ""salt"")",3.5,4.0,175.3,11.3,6.9,40.8,72.2,18.6,2.4,16.2,2.2,,
82,Ham-Cole Slaw Salad,90,Diana Adcock,,PT10M,PT10M,2001-09-15T10:23:00Z,Make and share this Ham-Cole Slaw Salad recipe from Food.com.,Vegetable,"c(""sour cream"", ""honey"", ""Dijon mustard"", ""cooked ham"", ""cabbage"", ""carrot"", ""green onion"", ""golden raisin"", ""pecan pieces"")",5.0,8.0,181.4,16.9,3.3,10.0,36.8,7.7,2.8,4.6,2.6,6.0,
83,Roast Grenadier,90,Diana Adcock,PT30M,PT5M,PT35M,2001-09-16T09:58:00Z,Make and share this Roast Grenadier recipe from Food.com.,Pineapple,"c(""pomegranate juice"", ""cranberry juice"", ""madeira wine"", ""brandy"", ""garlic"", ""thyme"", ""pepper"")",,,49.3,0.1,0.0,0.0,77.0,3.3,0.0,2.8,0.3,6.0,
84,Cheddar Brunch Toast,146,sheila,PT9M,PT18M,PT27M,2001-09-18T16:36:00Z,Make and share this Cheddar Brunch Toast recipe from Food.com.,Breads,"c(""orange marmalade"", ""Canadian bacon"", ""cheddar cheese"", ""eggs"", ""brown sugar"", ""butter"", ""powdered sugar"")",,,763.7,32.2,16.9,239.9,1567.7,85.3,4.0,16.5,32.7,4.0,
85,Banana Sour Cream Cake,83,Evie3234,PT1H,PT15M,PT1H15M,2001-09-19T10:52:00Z,Make and share this Banana Sour Cream Cake recipe from Food.com.,Dessert,"c(""butter"", ""sugar"", ""eggs"", ""bananas"", ""sour cream"", ""flour"", ""baking powder"", ""baking soda"", ""milk"", ""icing sugar"", ""butter"", ""hot water"")",4.5,4.0,6858.9,265.1,158.2,1459.6,5485.4,1062.5,32.9,604.8,94.0,,1 large cake
86,Hot Chicken Salad,108,Christine,PT45M,PT20M,PT1H5M,2001-09-20T10:21:00Z,Make and share this Hot Chicken Salad recipe from Food.com.,One Dish Meal,"c(""chicken breasts"", ""celery"", ""water chestnut"", ""onions"", ""lemon juice"", ""salt"", ""black pepper"", ""pecans"", ""mayonnaise"", ""mushroom"")",,,131.1,9.6,1.5,4.1,573.6,9.9,1.9,2.4,3.1,6.0,
87,Coconut Chicken Soup,83,Evie3234,PT15M,PT10M,PT25M,2001-10-03T16:30:00Z,Make and share this Coconut Chicken Soup recipe from Food.com.,Chicken,"c(""curry paste"", ""fresh lemongrass"", ""coconut milk"", ""fish sauce"", ""lime juice"", ""chicken breast fillets"")",,,377.4,27.6,22.2,6.3,522.3,27.8,2.4,3.6,9.1,4.0,
88,Sangria,148,Miss Erin C.,,PT10M,PT10M,2001-10-04T16:59:00Z,Make and share this Sangria recipe from Food.com.,Punch Beverage,"c(""dry white wine"", ""dry red wine"", ""lime"", ""lemons"", ""oranges"", ""sugar"", ""water"", ""ginger ale"")",5.0,8.0,216.2,0.1,0.0,0.0,13.8,26.0,1.9,19.8,0.8,,
89,Low Fat Banana Raisin French Toast,36,Bergy,PT15M,PT10M,PT25M,2001-10-05T18:57:00Z,Make and share this Low Fat Banana Raisin French Toast recipe from Food.com.,Breakfast,"c(""skim milk"", ""nonfat plain yogurt"", ""maple syrup"", ""honey"", ""butter"", ""banana"")",4.0,1.0,306.9,4.6,1.9,6.3,314.9,57.2,3.8,23.8,11.5,2.0,
90,"Peach and Pepper Relish, Off-Season",172,Lennie,PT1H,PT20M,PT1H20M,2001-10-12T10:05:00Z,"This looks very pretty in the jar, tastes yummy, and makes a great gift too. Serve with chicken or pork, or on crackers with cream cheese.",Fruit,"c(""hot red chili peppers"", ""raspberry vinegar"", ""coarse salt"", ""lemons"", ""sugar"")",,,153.6,0.3,0.1,0.0,132.0,39.7,2.1,36.7,1.0,,18 cups
91,Spicy Cheese Dip,176,CrapScreamer,PT45M,PT15M,PT1H,2001-10-16T18:37:00Z,"My dad makes this. It's great -- even though it's velveeta. I suppose you could use real cheese, but I've never done so.",Cheese,"c(""tomatoes"", ""Velveeta cheese"", ""green chili peppers"", ""garlic"")",,,164.9,10.8,6.6,35.8,736.5,9.6,1.2,6.2,8.4,,
92,Sugar-And-Spice Nuts,172,Lennie,PT25M,PT10M,PT35M,2001-10-16T18:39:00Z,"I make these often during the holiday season -- everyone loves them. They also make a great hostess gift in a pretty jar. Thanks to Chatelaine, where I found this gem.",Lunch/Snacks,"c(""cashews"", ""pecan halves"", ""white sugar"", ""ground cinnamon"", ""cayenne pepper"", ""salt"")",5.0,45.0,877.9,67.6,9.2,0.0,873.9,59.0,8.7,31.2,21.9,,2 cups
93,Zippy Taco Salad,179,Heidi Maurer,PT15M,PT15M,PT30M,2001-10-17T09:03:00Z,A twist to a regular Taco Salad. My Mother has been making her taco salad this way for as long as I can remember and I loved it as much as she does! My husband and his family are always excited when we're grilling out because they know it's going to be served. It's pretty good the day after too! I hope you'll enjoy it as well.,Cheese,"c(""ground beef"", ""lettuce"", ""tomatoes"", ""mild cheddar cheese"")",4.0,3.0,345.2,24.2,11.2,99.4,227.3,3.4,1.2,1.4,27.6,,
94,Halloween Cookies,183,LikeItLoveIt,PT12M,PT5M,PT17M,2001-10-21T14:33:00Z,Make and share this Halloween Cookies recipe from Food.com.,Dessert,"c(""all-purpose flour"", ""salt"", ""baking soda"", ""butter"", ""peanut butter"", ""brown sugar"", ""egg"", ""vanilla extract"")",5.0,1.0,792.5,41.0,18.4,113.9,799.5,95.9,3.2,56.3,14.8,,4 dozen
95,Oriental Seafood Stir-Fry,117,Tebo3759,PT10M,PT15M,PT25M,2001-10-22T16:53:00Z,"This is a bit of a &quot;cheater&quot; using artifical crab (also much more economical). It is very versatile. Add shrimp, clam or any other seafood you wish as well as other vegetables.",Lunch/Snacks,"c(""water"", ""lemon juice"", ""soy sauce"", ""brown sugar"", ""cornstarch"", ""mushroom"", ""red bell pepper"", ""onion"")",4.0,1.0,186.1,5.8,0.8,15.1,1648.1,22.5,2.1,9.3,12.8,,
96,White Bean and Pasta Soup With Sun-Dried Tomatoes,169,Babs in Toyland,PT1H30M,PT25M,PT1H55M,2001-10-29T16:53:00Z,"I have been making this recipe for so many years I cannot remember where it came from, but it is my favorite soup in the winter. It is delicious and my entire family loves it.",One Dish Meal,"c(""dried white bean"", ""olive oil"", ""yellow onions"", ""carrots"", ""fennel"", ""celery"", ""garlic cloves"", ""dried red pepper flakes"", ""bay leaves"", ""bow tie pasta"", ""sun-dried tomato"", ""fresh parsley"", ""parmesan cheese"")",5.0,12.0,500.3,15.1,2.9,41.5,587.0,69.5,8.8,11.4,23.0,6.0,
97,French Potato Gratin,186,Mirj2338,PT40M,PT10M,PT50M,2001-10-30T18:24:00Z,Make and share this French Potato Gratin recipe from Food.com.,Potato,"c(""potatoes"", ""salt"", ""black pepper"", ""nutmeg"", ""garlic"", ""milk"")",5.0,6.0,733.4,34.3,21.2,125.1,948.1,97.0,11.8,4.3,13.3,4.0,
98,Snow Peas with Mushrooms,117,Tebo3759,PT5M,PT20M,PT25M,2001-10-30T18:25:00Z,Make and share this Snow Peas with Mushrooms recipe from Food.com.,Vegetable,"c(""snow peas"", ""mushroom"", ""butter"", ""shallot"", ""ginger"")",5.0,8.0,89.5,6.1,3.7,15.3,46.3,6.7,2.1,3.2,3.5,6.0,
99,Mango Yoghurt Drink,50,Charishma_Ramchanda,,PT15M,PT15M,2001-11-02T16:29:00Z,Make and share this Mango Yoghurt Drink recipe from Food.com.,< 15 Mins,"""low-fat plain yogurt""",,,125.0,1.3,0.8,4.9,71.0,23.3,0.0,23.3,5.3,1.0,
100,Tempeh Sukiyaki With Broccoli &amp; Cauliflower,36,Bergy,PT20M,PT20M,PT40M,2001-11-03T11:35:00Z,"A meal in one pan and very good. This recipe is from &quot;The Tempeh Cook book&quot;. Tempeh is a soy product sometimes combined with wild rice or other grains. There are several different kinds. Tempeh has more texture than tofu, you can actually see the soy beans. For Vegetarians sub Vegetarian Worcestershire sauce for regular and for vegan leave out the honey.",One Dish Meal,"c(""tempeh"", ""tamari"", ""mirin"", ""arrowroot"", ""Worcestershire sauce"", ""honey"", ""fresh ginger"", ""green pepper"", ""onion"", ""carrot"", ""celery"", ""broccoli floret"", ""cauliflower"", ""tamari"")",3.0,1.0,204.8,13.3,2.1,0.0,931.2,14.2,1.9,4.4,9.9,6.0,
101,Champagne Salad,183,LikeItLoveIt,,PT10M,PT10M,2001-11-06T18:15:00Z,Make and share this Champagne Salad recipe from Food.com.,Pineapple,"c(""cream cheese"", ""white sugar"", ""crushed pineapple"", ""frozen strawberries"", ""bananas"", ""walnuts"")",5.0,4.0,608.9,36.3,22.2,35.6,114.4,71.0,3.5,60.8,6.2,7.0,
102,Fleischmann's Kifle,172,Lennie,PT20M,PT3H,PT3H20M,2001-11-13T15:52:00Z,"Posted for a Recipezaar friend; haven't tried these myself. The Fleischmann's Yeast Company published this recipe, claiming the recipe is of German origin.",Dessert,"c(""sour cream"", ""water"", ""all-purpose flour"", ""butter"", ""margarine"", ""sugar"", ""vanilla extract"", ""walnuts"", ""dates"")",5.0,1.0,157.8,9.3,4.4,28.0,36.1,17.5,1.3,8.7,2.7,,24 cookies
103,Indonesian Spiced Rice,183,LikeItLoveIt,PT22M,PT5M,PT27M,2001-11-20T16:58:00Z,Make and share this Indonesian Spiced Rice recipe from Food.com.,One Dish Meal,"c(""onion"", ""green chilies"", ""turmeric"", ""cinnamon"", ""white rice"", ""chicken broth"", ""water"", ""bay leaf"", ""cayenne pepper"", ""scallion"")",5.0,5.0,300.8,6.2,0.9,0.0,346.2,53.3,2.8,3.4,7.1,4.0,
104,Chocolate Mousse Cake,50,Charishma_Ramchanda,PT40M,PT25M,PT1H5M,2001-11-25T13:35:00Z,Make and share this Chocolate Mousse Cake recipe from Food.com.,Dessert,"c(""chocolate"", ""butter"", ""sugar"", ""eggs"")",5.0,1.0,475.6,39.7,23.2,256.5,193.6,31.7,5.8,21.3,11.2,,
105,Cherry-Chocolate Cake,213,Ginny Ross,PT40M,PT15M,PT55M,2001-11-25T13:35:00Z,Make and share this Cherry-Chocolate Cake recipe from Food.com.,Dessert,"c(""cherry pie filling"", ""eggs"")",5.0,15.0,514.9,15.8,3.6,105.8,754.5,90.1,2.6,32.8,8.5,,
106,Spinach-Shrimp Dip,172,Lennie,,PT3H,PT3H,2001-11-25T13:36:00Z,Last summer I created this variation on the classic Knorr Spinach Dip ... and it was gone in a flash. Try it; it's really yummy. Don't expect any to be left.,Lunch/Snacks,"c(""frozen spinach"", ""low-fat sour cream"", ""mayonnaise"", ""horseradish"", ""water chestnuts"", ""red onions"", ""baby shrimp"")",5.0,10.0,160.3,3.9,1.8,8.0,506.8,26.9,4.0,1.7,5.5,,
107,Cream Cheese Stuffed Mushroom caps,36,Bergy,PT20M,PT10M,PT30M,2001-11-28T09:33:00Z,Make and share this Cream Cheese Stuffed Mushroom caps recipe from Food.com.,Cheese,"c(""mushrooms"", ""cream cheese"", ""cheddar cheese"", ""pecans"")",,,56.1,5.0,2.7,13.1,44.4,1.2,0.3,0.5,2.1,,24 stuffed mushrooms
108,Yummy Bars,99,ThatJodiGirl,PT30M,PT10M,PT40M,2001-11-29T09:52:00Z,Make and share this Yummy Bars recipe from Food.com.,Bar Cookie,"c(""margarine"", ""butter"", ""graham cracker crumbs"", ""sweetened condensed milk"")",5.0,3.0,263.3,13.3,4.8,12.2,184.3,31.2,0.8,26.3,5.5,15.0,
109,Glazed Casserole With Omelette,50,Charishma_Ramchanda,PT20M,PT40M,PT1H,2001-12-04T15:23:00Z,"I love the bit of the lattice on top, found this neat and lovely recipe in a mag. This is a Chinese delight.",One Dish Meal,"c(""bean sprouts"", ""chicken"", ""onions"", ""mushrooms"", ""carrots"", ""cabbage"", ""bamboo shoots"", ""salt"", ""black pepper"", ""tomato ketchup"", ""vinegar"", ""sugar"", ""cornflour"", ""water"", ""salt"", ""eggs"", ""salt"", ""black pepper"")",,,323.8,5.8,1.8,186.0,482.9,58.3,8.6,41.0,14.7,2.0,
110,Sweet Potato with Cashews,178,Karen From Colorado,PT40M,PT30M,PT1H10M,2001-12-05T10:06:00Z,Easy and elegant. A must for the holidays. The cashews add a nice crunch to this peachy sweet potato dish.,Potato,"c(""sweet potatoes"", ""brown sugar"", ""cashews"", ""ground ginger"", ""salt"", ""butter"")",,,242.2,5.5,1.9,5.0,334.7,46.7,4.2,23.6,3.2,,
111,Southern Sweet Potato Pie,223,SharleneW,PT40M,PT1H,PT1H40M,2001-12-06T14:19:00Z,"Easy, fail-proof crust makes this the perfect choice for Thanksgiving or anytime! I was a pumpkin pie lover until I had my first slice of sweet potato pie. I haven't made a pumpkin pie since. Even reluctant tasters are soon convinced that sweet potato is superior to pumpkin!",Pie,"c(""cream cheese"", ""unsalted butter"", ""all-purpose flour"", ""sugar"", ""salt"", ""mashed sweet potatoes"", ""sugar"", ""brown sugar"", ""butter"", ""fresh lemon juice"", ""nutmeg"", ""cinnamon"", ""vanilla extract"", ""salt"", ""lemon, zest of"", ""eggs"", ""half-and-half"")",4.5,7.0,464.5,20.6,12.3,130.9,339.1,64.3,2.8,38.3,6.9,8.0,1 pie
112,Brandy lace Cookies,141,Steve P.,PT6M,PT30M,PT36M,2001-12-11T11:22:00Z,Make and share this Brandy lace Cookies recipe from Food.com.,Dessert,"c(""sugar"", ""margarine"", ""Karo light corn syrup"", ""dark corn syrup"", ""flour"", ""pecans"", ""walnuts"", ""brandy"", ""white chocolate"")",5.0,3.0,334.5,16.4,2.4,0.0,146.6,41.9,1.1,18.5,2.4,,4-5 dozen cookies
113,chicken and dumplings,212,kay5901,PT1H25M,PT30M,PT1H55M,2001-12-12T15:27:00Z,"this recipe came originaly from a southern living magazine with a few modifications such as carrots,onion and celery. and is a family favorite",Chicken,"c(""chicken"", ""salt"", ""pepper"", ""garlic powder"", ""dried thyme"", ""chicken bouillon granule"", ""self-rising flour"", ""poultry seasoning"", ""shortening"", ""bacon drippings"", ""milk"", ""onion"", ""celery"", ""carrot"")",5.0,7.0,770.5,43.5,12.6,148.8,1997.0,48.9,1.9,0.2,42.8,,
114,Grandpa's Macaroni and Cheese,190,Grandpa Harry,PT1H,PT1H,PT2H,2001-12-16T16:17:00Z,Make and share this Grandpa's Macaroni and Cheese recipe from Food.com.,Grains,"c(""butter"", ""macaroni"", ""evaporated milk"", ""eggs"", ""white pepper"", ""Worcestershire sauce"", ""extra-sharp cheddar cheese"", ""Velveeta cheese"")",4.5,6.0,689.9,31.8,17.4,196.3,1018.0,68.9,2.5,4.5,31.6,4.0,
115,Pizza Witches I,2473,MirandaLee,PT10M,PT30M,PT40M,2001-12-21T09:34:00Z,"These were my favorite thing at school. This was an old school lunch recipe and they no longer serve these anymore, so I was lucky to get the recipe.",Lunch/Snacks,"c(""lean ground beef"", ""onion"", ""oregano"", ""salt"", ""pepper"", ""American cheese"")",4.5,3.0,441.9,25.7,13.5,110.1,1208.7,16.9,1.3,7.0,35.3,4.0,
116,Holiday Coconut Macaroons,54,Mary Scheffert,PT15M,PT10M,PT25M,2001-12-27T10:40:00Z,Make and share this Holiday Coconut Macaroons recipe from Food.com.,Drop Cookies,"c(""sugar"", ""flour"", ""salt"", ""coconut"")",5.0,1.0,123.0,9.2,8.1,0.0,26.5,10.0,2.4,6.7,1.7,,24 cookies
117,Black Olive Pesto for Pizza,90,Diana Adcock,,PT5M,PT5M,2001-12-30T08:50:00Z,Make and share this Black Olive Pesto for Pizza recipe from Food.com.,Spreads,"c(""black olives"", ""garlic"", ""roasted walnut"", ""pine nuts"", ""romano cheese"", ""parmesan cheese"", ""extra virgin olive oil"")",,,1843.5,184.6,32.6,66.2,2013.4,23.6,7.8,2.7,37.0,,1 cup
118,Grilled Flank Steak Argentine,41,Derf2440,PT26M,PT2H15M,PT2H41M,2002-01-02T15:05:00Z,Make and share this Grilled Flank Steak Argentine recipe from Food.com.,Potato,"c(""reduced-sodium chicken broth"", ""extra virgin olive oil"", ""fresh lemon juice"", ""garlic"", ""fresh oregano"", ""dried oregano"", ""crushed red pepper flakes"", ""onion"", ""flat leaf parsley"", ""beef flank steak"", ""salt"", ""pepper"", ""baking potatoes"")",4.0,2.0,361.0,12.8,4.3,78.4,358.9,30.8,3.2,2.1,30.2,4.0,
119,Falafel Hut Stuffed Grape Leaves,90,Diana Adcock,PT1H30M,PT15M,PT1H45M,2002-01-06T07:56:00Z,Make and share this Falafel Hut Stuffed Grape Leaves recipe from Food.com.,Rice,"c(""rice"", ""onion"", ""fresh parsley"", ""tomatoes"", ""olive oil"", ""salt"", ""ground black pepper"", ""ground allspice"", ""crushed red pepper flakes"", ""dried mint"", ""grape leaves"", ""tomatoes"")",,,567.5,30.4,4.3,0.0,3883.7,67.9,5.6,7.7,11.9,,
120,HomeMade Pumpkin Pie,99,ThatJodiGirl,PT50M,PT10M,PT1H,2002-01-06T07:56:00Z,Make and share this HomeMade Pumpkin Pie recipe from Food.com.,Pie,"c(""pumpkin"", ""2% low-fat milk"", ""eggs"", ""sugar"", ""butter"", ""margarine"", ""ground cinnamon"", ""salt"", ""ground ginger"", ""ground nutmeg"", ""Cool Whip"")",5.0,3.0,291.5,10.7,4.0,79.7,240.8,45.4,0.6,36.0,4.8,,
121,Witches Brew Marinade,270,Florida Girl,,PT5M,PT5M,2002-01-06T12:54:00Z,Make and share this Witches Brew Marinade recipe from Food.com.,Meat,"c(""vinegar"", ""brown sugar"", ""lemon juice"", ""ketchup"", ""Worcestershire sauce"", ""mustard"", ""soy sauce"")",5.0,12.0,492.1,41.6,5.3,0.0,1832.2,31.1,0.4,27.2,2.9,4.0,
